Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	9	2.5495750708215295	6.063729797156963E-5	204533_AT, 238668_AT, 202803_S_AT, 1554899_S_AT, 211122_S_AT, 205983_AT, 205476_AT, 203915_AT, 1405_I_AT	320	81	19157	6.651736111111111	0.12457190903722981	0.010233710134586444	0.010121764353715854
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	52	14.730878186968837	6.314799622654135E-5	213967_AT, 205336_AT, 206878_AT, 216599_X_AT, 203065_S_AT, 210343_S_AT, 209602_S_AT, 233155_AT, 1552256_A_AT, 1565228_S_AT, 205216_S_AT, 209966_X_AT, 213975_S_AT, 202036_S_AT, 203914_X_AT, 211527_X_AT, 223704_S_AT, 204393_S_AT, 204704_S_AT, 211298_S_AT, 230741_AT, 231376_AT, 204705_X_AT, 209696_AT, 207981_S_AT, 223062_S_AT, 217238_S_AT, 202404_S_AT, 208177_AT, 205082_S_AT, 1405_I_AT, 219386_S_AT, 228850_S_AT, 229168_AT, 1555745_A_AT, 219554_AT, 207047_S_AT, 223333_S_AT, 214598_AT, 209460_AT, 201506_AT, 202037_S_AT, 1555756_A_AT, 202112_AT, 212097_AT, 201037_AT, 209604_S_AT, 205751_AT, 209652_S_AT, 211357_S_AT, 211548_S_AT, 1555938_X_AT, 207076_S_AT, 204268_AT, 210397_AT, 203913_S_AT, 202953_AT, 209459_S_AT, 217530_AT, 236044_AT, 229560_AT, 201819_AT, 217973_AT, 205083_AT, 201313_AT, 221009_S_AT, 1554899_S_AT, 213349_AT, 201563_AT, 230130_AT, 202345_S_AT	325	1693	18765	1.7734199645599527	0.040519458472971226	0.004956483371489156	0.004820274668150522
GOTERM_BP_DIRECT	GO:0006691~leukotriene metabolic process	5	1.41643059490085	6.619704833766497E-5	204446_S_AT, 206515_AT, 206514_S_AT, 210452_X_AT, 217319_X_AT, 205983_AT, 207407_X_AT	320	14	19157	21.380580357142858	0.13518626575638115	0.01037402314663121	0.01026054249233807
GOTERM_MF_DIRECT	GO:0005102~receptor binding	20	5.6657223796034	6.810435166931664E-5	214043_AT, 212097_AT, 206226_AT, 243562_AT, 206054_AT, 237261_AT, 203065_S_AT, 218952_AT, 206836_AT, 212587_S_AT, 219803_AT, 202202_S_AT, 211148_S_AT, 230741_AT, 215563_S_AT, 212588_AT, 204533_AT, 230931_AT, 209978_S_AT, 217767_AT, 205572_AT, 1554452_A_AT, 209977_AT, 218507_AT, 223501_AT, 236034_AT, 221009_S_AT, 223502_S_AT, 206286_S_AT, 223333_S_AT, 213362_AT, 217512_AT	325	398	18765	2.901430228063394	0.04362948155663515	0.004956483371489156	0.004820274668150522
GOTERM_CC_DIRECT	GO:0031528~microvillus membrane	6	1.69971671388102	7.139172687711028E-5	201819_AT, 205675_AT, 205199_AT, 216092_S_AT, 202752_X_AT, 1552797_S_AT, 205983_AT, 216604_S_AT, 216603_AT, 1552256_A_AT	334	27	20163	13.415169660678643	0.022447597215958348	0.00206386992244737	0.0019405569396596341
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	181	51.27478753541076	7.154629704514913E-5	221305_S_AT, 238862_AT, 218484_AT, 1552797_S_AT, 205776_AT, 236646_AT, 210343_S_AT, 204719_AT, 220197_AT, 1552256_A_AT, 202619_S_AT, 1554748_AT, 231021_AT, 204393_S_AT, 235746_S_AT, 241436_AT, 201839_S_AT, 242601_AT, 219619_AT, 205473_AT, 204130_AT, 229302_AT, 205985_X_AT, 208177_AT, 218918_AT, 202286_S_AT, 206672_AT, 231634_AT, 218186_AT, 238919_AT, 206872_AT, 216910_AT, 213317_AT, 1552767_A_AT, 216834_AT, 219255_X_AT, 239593_AT, 230422_AT, 202934_AT, 210452_X_AT, 206952_AT, 210445_AT, 220135_S_AT, 217530_AT, 212588_AT, 223343_AT, 204446_S_AT, 206420_AT, 212998_X_AT, 205983_AT, 219866_AT, 214511_X_AT, 208354_S_AT, 230585_AT, 218507_AT, 202803_S_AT, 228740_AT, 1554899_S_AT, 1554668_A_AT, 213362_AT, 201563_AT, 214053_AT, 231398_AT, 220502_S_AT, 205199_AT, 203453_AT, 238625_AT, 216599_X_AT, 231426_AT, 206836_AT, 212587_S_AT, 209201_X_AT, 205592_AT, 223704_S_AT, 205502_AT, 231051_AT, 223939_AT, 214770_AT, 206716_AT, 229831_AT, 210403_S_AT, 215274_AT, 211689_S_AT, 1561951_AT, 232737_S_AT, 201720_S_AT, 206514_S_AT, 237799_AT, 202856_S_AT, 219410_AT, 227629_AT, 1555725_A_AT, 214043_AT, 231623_AT, 211796_S_AT, 226597_AT, 236220_AT, 229580_AT, 230030_AT, 222774_S_AT, 224156_X_AT, 230261_AT, 229975_AT, 202855_S_AT, 201721_S_AT, 204591_AT, 236044_AT, 200832_S_AT, 205768_S_AT, 223582_AT, 236225_AT, 227971_AT, 217973_AT, 206254_AT, 202988_S_AT, 206754_S_AT, 1554452_A_AT, 229254_AT, 205243_AT, 216092_S_AT, 205073_AT, 202752_X_AT, 231068_AT, 210402_AT, 222938_X_AT, 223502_S_AT, 216603_AT, 204006_S_AT, 228776_AT, 228375_AT, 240183_AT, 224940_S_AT, 203065_S_AT, 226147_S_AT, 206484_S_AT, 205676_AT, 206755_AT, 231058_AT, 227238_AT, 242662_AT, 233183_AT, 230741_AT, 236374_AT, 202499_S_AT, 216604_S_AT, 219386_S_AT, 205244_S_AT, 229168_AT, 220281_AT, 219554_AT, 206286_S_AT, 207047_S_AT, 226492_AT, 1555756_A_AT, 238287_AT, 213285_AT, 202920_AT, 239805_AT, 205751_AT, 231424_AT, 228581_AT, 227506_AT, 207414_S_AT, 224361_S_AT, 210397_AT, 204777_S_AT, 242517_AT, 232494_AT, 209220_AT, 218888_S_AT, 211919_S_AT, 236489_AT, 231070_AT, 206488_S_AT, 229937_X_AT, 227480_AT, 238177_AT, 205952_AT, 217319_X_AT, 221298_S_AT, 203434_S_AT, 205694_AT, 220503_AT, 229916_AT, 214389_AT, 201818_AT, 228128_X_AT, 231352_AT, 224480_S_AT, 219888_AT, 229391_S_AT, 220424_AT, 220376_AT, 229390_AT, 203324_S_AT, 206457_S_AT, 223501_AT, 206515_AT, 202207_AT, 231208_AT, 223610_AT, 231496_AT, 214598_AT, 224942_AT, 242943_AT, 212097_AT, 224941_AT, 217028_AT, 203323_AT, 212671_S_AT, 209343_AT, 203824_AT, 1555938_X_AT, 226281_AT, 239006_AT, 242372_S_AT, 205911_AT, 229560_AT, 205769_AT, 236630_AT, 201819_AT, 238668_AT, 229797_AT, 201313_AT, 219732_AT, 203131_AT, 227241_AT, 207174_AT, 231391_AT, 1554749_S_AT, 230836_AT, 213349_AT, 205544_S_AT, 207407_X_AT	314	8169	17488	1.2340142514851469	0.0027151638079020435	9.062530959052223E-4	8.108580331783569E-4
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	11	3.1161473087818696	7.393067800195093E-5	1553155_X_AT, 212998_X_AT, 230565_AT, 205473_AT, 205476_AT, 223501_AT, 220197_AT, 212671_S_AT, 1405_I_AT, 1553151_AT, 1553153_AT, 202803_S_AT, 211527_X_AT, 223502_S_AT	197	93	8142	4.888488619616833	0.01867641322670477	0.0045646484396442396	0.004367742036365469
GOTERM_CC_DIRECT	GO:0045121~membrane raft	15	4.2492917847025495	7.94957800969118E-5	212097_AT, 1552797_S_AT, 238625_AT, 202920_AT, 203323_AT, 206488_S_AT, 201313_AT, 203065_S_AT, 208177_AT, 210538_S_AT, 206836_AT, 212587_S_AT, 220424_AT, 203434_S_AT, 204777_S_AT, 206286_S_AT, 217530_AT, 203324_S_AT, 212588_AT	334	251	20163	3.6076651477920656	0.02496378290639445	0.0021066381725681625	0.0019807698540813858
KEGG_PATHWAY	hsa01100:Metabolic pathways	60	16.997167138810198	8.95029105812596E-5	208383_S_AT, 229916_AT, 221305_S_AT, 201818_AT, 205199_AT, 221589_S_AT, 230565_AT, 218484_AT, 206878_AT, 205776_AT, 224480_S_AT, 233155_AT, 220197_AT, 221605_S_AT, 231683_AT, 243614_S_AT, 202619_S_AT, 216696_S_AT, 220801_S_AT, 205676_AT, 206755_AT, 204704_S_AT, 205502_AT, 219277_S_AT, 231376_AT, 221648_S_AT, 204705_X_AT, 205473_AT, 209696_AT, 223062_S_AT, 204130_AT, 217238_S_AT, 232424_AT, 221590_S_AT, 214261_S_AT, 218918_AT, 205082_S_AT, 206024_AT, 232737_S_AT, 206515_AT, 1553151_AT, 206514_S_AT, 209612_S_AT, 217583_AT, 209460_AT, 242375_X_AT, 205719_S_AT, 207544_S_AT, 205311_AT, 209613_S_AT, 201037_AT, 211357_S_AT, 206214_AT, 207076_S_AT, 204290_S_AT, 202934_AT, 210452_X_AT, 206952_AT, 209459_S_AT, 232494_AT, 222083_AT, 224179_S_AT, 200832_S_AT, 214347_S_AT, 204446_S_AT, 1553155_X_AT, 236225_AT, 217973_AT, 206754_S_AT, 205083_AT, 201313_AT, 210029_AT, 202238_S_AT, 202740_AT, 222930_S_AT, 1553153_AT, 205073_AT, 222938_X_AT, 202237_AT, 205694_AT, 201563_AT, 231156_AT, 221588_X_AT, 202847_AT	197	1540	8142	1.6102577625420267	0.022565760576297333	0.0045646484396442396	0.004367742036365469
INTERPRO	IPR001128:Cytochrome P450	8	2.26628895184136	1.1747883834977167E-4	206515_AT, 206514_S_AT, 205676_AT, 210452_X_AT, 205073_AT, 217319_X_AT, 206755_AT, 206754_S_AT, 207407_X_AT, 232494_AT, 205502_AT	321	66	19057	7.196072878315868	0.07851619322971826	0.06116350303310481	0.06081198864785708
GOTERM_BP_DIRECT	GO:0030324~lung development	9	2.5495750708215295	1.2841071121788528E-4	1552721_A_AT, 206404_AT, 215446_S_AT, 239178_AT, 203434_S_AT, 219140_S_AT, 211527_X_AT, 204298_S_AT, 205117_AT, 209220_AT, 203131_AT, 206558_AT	320	90	19157	5.9865625	0.245538621836484	0.018782206694136022	0.0185767495561874
UP_SEQ_FEATURE	METAL:Zinc 1; catalytic	6	1.69971671388102	1.3229563990484075E-4	232737_S_AT, 229916_AT, 209612_S_AT, 207544_S_AT, 205983_AT, 209613_S_AT, 222938_X_AT, 214261_S_AT, 227607_AT	333	31	20421	11.86922406277245	0.19078207853268736	0.030239003406820744	0.030106707766915906
UP_KW_BIOLOGICAL_PROCESS	KW-0443~Lipid metabolism	31	8.78186968838527	1.367968046904818E-4	229916_AT, 221305_S_AT, 201818_AT, 205934_AT, 209613_S_AT, 224480_S_AT, 205776_AT, 206214_AT, 220801_S_AT, 211548_S_AT, 205676_AT, 203914_X_AT, 210452_X_AT, 206755_AT, 219803_AT, 203913_S_AT, 204393_S_AT, 232494_AT, 236044_AT, 205502_AT, 205769_AT, 200832_S_AT, 204446_S_AT, 205768_S_AT, 230081_AT, 205983_AT, 204130_AT, 206754_S_AT, 205083_AT, 217767_AT, 218844_AT, 205082_S_AT, 206515_AT, 206514_S_AT, 221009_S_AT, 209612_S_AT, 205073_AT, 217319_X_AT, 223333_S_AT, 207407_X_AT, 231156_AT	221	743	11152	2.1053939331193705	0.01304752490456762	0.004377497750095417	0.003921508401127145
GOTERM_CC_DIRECT	GO:0072562~blood microparticle	11	3.1161473087818696	1.4345524000774945E-4	230931_AT, 206226_AT, 243562_AT, 206054_AT, 217767_AT, 209977_AT, 1558034_S_AT, 204846_AT, 1565228_S_AT, 228143_AT, 221009_S_AT, 205592_AT, 223333_S_AT, 202953_AT, 217512_AT, 211298_S_AT, 227253_AT, 225353_S_AT, 206840_AT	334	144	20163	4.611464570858284	0.04459700074120232	0.00348014211094231	0.0032722090917350647
GOTERM_CC_DIRECT	GO:0005581~collagen trimer	9	2.5495750708215295	1.53213803626391E-4	213992_AT, 214770_AT, 215446_S_AT, 229168_AT, 204298_S_AT, 206488_S_AT, 202404_S_AT, 202953_AT, 225681_AT, 225353_S_AT	334	93	20163	5.842090013521345	0.04755767250410459	0.00348014211094231	0.0032722090917350647
UP_SEQ_FEATURE	DISULFID:Interchain	12	3.39943342776204	1.6577480852186297E-4	229916_AT, 205199_AT, 224941_AT, 228128_X_AT, 224940_S_AT, 205983_AT, 205258_AT, 209652_S_AT, 206836_AT, 211527_X_AT, 1554899_S_AT, 202202_S_AT, 209460_AT, 224942_AT, 209459_S_AT, 225353_S_AT	333	178	20421	4.134224111752202	0.23299478705131604	0.03315496170437259	0.033009908746915964
GOTERM_BP_DIRECT	GO:0006955~immune response	21	5.94900849858357	1.6695769436981064E-4	217028_AT, 202902_S_AT, 205476_AT, 212671_S_AT, 216834_AT, 202901_X_AT, 205269_AT, 206134_AT, 210397_AT, 209201_X_AT, 225353_S_AT, 229560_AT, 211919_S_AT, 206420_AT, 212998_X_AT, 202988_S_AT, 214511_X_AT, 206488_S_AT, 217767_AT, 223501_AT, 1405_I_AT, 209309_AT, 217014_S_AT, 223502_S_AT, 205488_AT, 205544_S_AT, 204006_S_AT	320	479	19157	2.624588987473904	0.3067300126900123	0.022894073840460286	0.022643637298905568
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	20	5.6657223796034	1.7082866462745478E-4	217028_AT, 203915_AT, 212587_S_AT, 209201_X_AT, 241436_AT, 230741_AT, 212588_AT, 229560_AT, 204533_AT, 211919_S_AT, 214770_AT, 212998_X_AT, 206488_S_AT, 229937_X_AT, 203131_AT, 209443_AT, 232737_S_AT, 209309_AT, 202803_S_AT, 217014_S_AT, 1554899_S_AT, 222938_X_AT, 227629_AT, 1555756_A_AT, 204006_S_AT	334	446	20163	2.707097016728874	0.05287874791417779	0.003621567690102041	0.0034051847149072652
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	14	3.9660056657223794	1.76985883252342E-4	200832_S_AT, 217973_AT, 219232_S_AT, 207544_S_AT, 209613_S_AT, 205083_AT, 231070_AT, 214261_S_AT, 221605_S_AT, 1558034_S_AT, 204846_AT, 205082_S_AT, 220801_S_AT, 211548_S_AT, 228143_AT, 209612_S_AT, 203914_X_AT, 222847_S_AT, 203913_S_AT, 205694_AT, 201563_AT, 231156_AT, 227253_AT, 205502_AT	325	228	18765	3.545344129554656	0.10946779635470494	0.0115925753530284	0.011274000763174186
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	10	2.8328611898017	1.9157362682034162E-4	202112_AT, 230931_AT, 243562_AT, 206054_AT, 217767_AT, 209977_AT, 209443_AT, 202803_S_AT, 202992_AT, 202953_AT, 205544_S_AT, 217512_AT, 225353_S_AT	197	85	8142	4.862346969244551	0.04768170324881127	0.008141879139864519	0.007790660824027225
UP_KW_DISEASE	KW-0910~Bartter syndrome	4	1.13314447592068	2.1705872682474244E-4	1554748_AT, 220281_AT, 210403_S_AT, 210402_AT, 207047_S_AT, 1554749_S_AT, 205985_X_AT	100	6	4354	29.026666666666667	0.01165400337245659	0.011721171248536092	0.011721171248536092
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	10	2.8328611898017	2.197326140924704E-4	204533_AT, 238668_AT, 211919_S_AT, 230422_AT, 210397_AT, 209201_X_AT, 217028_AT, 211122_S_AT, 206226_AT, 205476_AT, 203915_AT, 1405_I_AT	320	123	19157	4.8671239837398375	0.38254329660369246	0.028358432665816478	0.028048221916509457
INTERPRO	IPR002401:Cytochrome P450, E-class, group I	7	1.9830028328611897	2.27327336718187E-4	206515_AT, 206514_S_AT, 205676_AT, 210452_X_AT, 205073_AT, 217319_X_AT, 206755_AT, 206754_S_AT, 207407_X_AT, 205502_AT	321	52	19057	7.991792475437334	0.14635325040512281	0.06116350303310481	0.06081198864785708
UP_KW_BIOLOGICAL_PROCESS	KW-0813~Transport	64	18.13031161473088	2.3622795479455872E-4	231398_AT, 214389_AT, 220502_S_AT, 238862_AT, 230565_AT, 203453_AT, 231352_AT, 204719_AT, 220197_AT, 206836_AT, 228143_AT, 229391_S_AT, 205030_AT, 1554748_AT, 219140_S_AT, 231058_AT, 205592_AT, 231021_AT, 241436_AT, 233183_AT, 229390_AT, 227253_AT, 230741_AT, 214910_S_AT, 205473_AT, 210403_S_AT, 209978_S_AT, 216604_S_AT, 215274_AT, 205985_X_AT, 208177_AT, 202499_S_AT, 1561951_AT, 209443_AT, 201720_S_AT, 1553151_AT, 206672_AT, 202207_AT, 231634_AT, 205675_AT, 231208_AT, 205244_S_AT, 220281_AT, 219554_AT, 207047_S_AT, 202856_S_AT, 237799_AT, 218186_AT, 238287_AT, 213285_AT, 206872_AT, 236220_AT, 213317_AT, 202920_AT, 239805_AT, 231424_AT, 205682_X_AT, 228581_AT, 227506_AT, 205892_S_AT, 202855_S_AT, 239006_AT, 220135_S_AT, 242372_S_AT, 210445_AT, 201721_S_AT, 217530_AT, 236630_AT, 1553155_X_AT, 229797_AT, 219866_AT, 206488_S_AT, 208354_S_AT, 230585_AT, 229254_AT, 238177_AT, 1558034_S_AT, 204846_AT, 205029_S_AT, 205243_AT, 1553153_AT, 216092_S_AT, 205952_AT, 221298_S_AT, 202752_X_AT, 210402_AT, 231068_AT, 204416_X_AT, 216603_AT, 1554749_S_AT, 213349_AT, 220503_AT, 202345_S_AT, 206840_AT	221	2100	11152	1.537875457875458	0.02242529223037215	0.005669470915069409	0.005078901028083013
INTERPRO	IPR020846:Major facilitator superfamily domain	9	2.5495750708215295	2.636357889357966E-4	231398_AT, 227506_AT, 206872_AT, 236220_AT, 221298_S_AT, 202855_S_AT, 231352_AT, 202856_S_AT, 237799_AT, 216599_X_AT, 202499_S_AT, 210343_S_AT	321	99	19057	5.397054658736901	0.16766036031394405	0.06116350303310481	0.06081198864785708
UP_KW_CELLULAR_COMPONENT	KW-0492~Microsome	10	2.8328611898017	3.71062270739028E-4	205769_AT, 205768_S_AT, 204130_AT, 206754_S_AT, 205776_AT, 206515_AT, 206514_S_AT, 210452_X_AT, 205073_AT, 217319_X_AT, 206755_AT, 207407_X_AT, 232494_AT, 205502_AT	314	123	17488	4.5279892289368755	0.014004001784173381	0.003525091572020766	0.003154029301281738
UP_KW_LIGAND	KW-0408~Iron	18	5.099150141643059	3.751011291704198E-4	242375_X_AT, 205719_S_AT, 202619_S_AT, 205676_AT, 210452_X_AT, 206755_AT, 209459_S_AT, 232494_AT, 205502_AT, 224179_S_AT, 200832_S_AT, 204446_S_AT, 219232_S_AT, 206754_S_AT, 205083_AT, 210029_AT, 205082_S_AT, 206024_AT, 206515_AT, 206514_S_AT, 205073_AT, 217319_X_AT, 217583_AT, 222847_S_AT, 209460_AT, 207407_X_AT	136	341	6815	2.64511816456788	0.013415374774965017	0.006886711197668451	0.006504116131131315
UP_KW_LIGAND	KW-0915~Sodium	11	3.1161473087818696	3.8259506653713616E-4	214389_AT, 220502_S_AT, 206872_AT, 203453_AT, 239805_AT, 208177_AT, 208354_S_AT, 215274_AT, 231424_AT, 1561951_AT, 205243_AT, 206836_AT, 231634_AT, 231208_AT, 205244_S_AT, 220281_AT, 241436_AT, 220503_AT, 217530_AT	136	138	6815	3.9942988064791134	0.013681602243449609	0.006886711197668451	0.006504116131131315
KEGG_PATHWAY	hsa04966:Collecting duct acid secretion	6	1.69971671388102	4.027946237407275E-4	1553151_AT, 1553155_X_AT, 1553153_AT, 1554748_AT, 230565_AT, 205473_AT, 205592_AT, 1554749_S_AT, 205985_X_AT, 220197_AT	197	27	8142	9.184433164128595	0.09763241580905646	0.014673232721983646	0.014040269741819643
UP_KW_DOMAIN	KW-0176~Collagen	9	2.5495750708215295	4.044701533197043E-4	213992_AT, 214770_AT, 229168_AT, 226237_AT, 206488_S_AT, 202404_S_AT, 202953_AT, 225681_AT, 225353_S_AT	274	97	14904	5.046880878922417	0.008860654378705424	0.0022245858432583736	0.0019212332282685955
INTERPRO	IPR017972:Cytochrome P450, conserved site	7	1.9830028328611897	4.5604011352875536E-4	206515_AT, 206514_S_AT, 205676_AT, 210452_X_AT, 205073_AT, 217319_X_AT, 206755_AT, 206754_S_AT, 207407_X_AT, 205502_AT	321	59	19057	7.043613707165108	0.2720160774851422	0.06839271960964294	0.06799965800269096
KEGG_PATHWAY	hsa05150:Staphylococcus aureus infection	10	2.8328611898017	4.805409964496484E-4	230422_AT, 202803_S_AT, 212998_X_AT, 210397_AT, 230931_AT, 217767_AT, 202953_AT, 209977_AT, 212671_S_AT, 204006_S_AT, 225353_S_AT	197	96	8142	4.305203045685279	0.11535372734316351	0.015317244261832542	0.014656500391714275
UP_SEQ_FEATURE	METAL:Calcium	11	3.1161473087818696	4.822850304939514E-4	206025_S_AT, 219277_S_AT, 212998_X_AT, 237261_AT, 205572_AT, 202404_S_AT, 205985_X_AT, 236034_AT, 218918_AT, 232737_S_AT, 1554748_AT, 202803_S_AT, 206026_S_AT, 222938_X_AT, 207047_S_AT, 1554749_S_AT, 211148_S_AT, 202998_S_AT	333	170	20421	3.968044515103338	0.5378391035067782	0.08573956097670246	0.08536445039742939
INTERPRO	IPR008160:Collagen triple helix repeat	8	2.26628895184136	4.913270086899636E-4	213992_AT, 214770_AT, 229168_AT, 226237_AT, 202404_S_AT, 202953_AT, 225681_AT, 225353_S_AT	321	83	19057	5.722178433359606	0.2896856308924767	0.06839271960964294	0.06799965800269096
GOTERM_BP_DIRECT	GO:0046415~urate metabolic process	4	1.13314447592068	5.032507663137485E-4	227506_AT, 206872_AT, 237799_AT, 206952_AT	320	10	19157	23.946250000000003	0.6685936795559404	0.061340676738464675	0.06066967571671301
INTERPRO	IPR012674:Calycin	6	1.69971671388102	5.905771605739177E-4	205892_S_AT, 205030_AT, 214910_S_AT, 219140_S_AT, 210445_AT, 205682_X_AT, 202345_S_AT, 205029_S_AT	321	41	19057	8.687941645771598	0.3371212109723285	0.06850695062657446	0.06811323251952517
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	10	2.8328611898017	6.021900802207789E-4	208383_S_AT, 207076_S_AT, 213706_AT, 202036_S_AT, 205984_AT, 206286_S_AT, 209602_S_AT, 209604_S_AT, 205476_AT, 202037_S_AT, 1405_I_AT, 202847_AT	320	141	19157	4.245789007092198	0.7332925739737786	0.06953710715812572	0.06877644600416265
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	15	4.2492917847025495	6.249511432234779E-4	213992_AT, 211571_S_AT, 243562_AT, 206054_AT, 221731_X_AT, 1565228_S_AT, 228143_AT, 226237_AT, 227450_AT, 204620_S_AT, 204619_S_AT, 227253_AT, 211298_S_AT, 209220_AT, 210095_S_AT, 205769_AT, 205768_S_AT, 232722_AT, 217767_AT, 202404_S_AT, 1558034_S_AT, 204846_AT, 205675_AT, 215646_S_AT, 229168_AT, 217983_S_AT, 217984_AT, 212143_S_AT, 217512_AT	334	307	20163	2.949589420507519	0.18028338432568958	0.012420903971566623	0.011678774488988743
UP_KW_BIOLOGICAL_PROCESS	KW-0739~Sodium transport	10	2.8328611898017	6.415880834937757E-4	214389_AT, 220502_S_AT, 206872_AT, 203453_AT, 239805_AT, 208177_AT, 208354_S_AT, 215274_AT, 231424_AT, 1561951_AT, 205243_AT, 231634_AT, 231208_AT, 205244_S_AT, 220281_AT, 241436_AT, 220503_AT, 217530_AT	221	121	11152	4.170375079465988	0.05975257753378327	0.012318491203080493	0.011035315036092942
GOTERM_BP_DIRECT	GO:0017144~drug metabolic process	5	1.41643059490085	7.239758711439032E-4	221305_S_AT, 210452_X_AT, 206755_AT, 206754_S_AT, 205776_AT, 205083_AT, 205082_S_AT	320	25	19157	11.973125	0.7958659354259912	0.07942015306448619	0.07855138201911349
GOTERM_MF_DIRECT	GO:0019864~IgG binding	4	1.13314447592068	7.59226711552902E-4	206716_AT, 1554899_S_AT, 214511_X_AT, 204006_S_AT	325	11	18765	20.995804195804197	0.3919403972156018	0.04520849964246826	0.04396612865992714
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	10	2.8328611898017	8.05031064874764E-4	213992_AT, 236220_AT, 216910_AT, 202404_S_AT, 216604_S_AT, 238177_AT, 206484_S_AT, 229168_AT, 216092_S_AT, 203434_S_AT, 202752_X_AT, 226237_AT, 231021_AT, 220135_S_AT, 216603_AT	197	103	8142	4.012616430929969	0.18565046052944512	0.02280921350478498	0.021825286647715825
UP_SEQ_FEATURE	METAL:Iron (heme axial ligand)	8	2.26628895184136	8.07675244524499E-4	206515_AT, 206514_S_AT, 205676_AT, 210452_X_AT, 205073_AT, 217319_X_AT, 206755_AT, 206754_S_AT, 207407_X_AT, 232494_AT, 205502_AT	333	93	20421	5.275210694565533	0.7254995953370897	0.12922803912391984	0.1286626664527527
GOTERM_CC_DIRECT	GO:0031093~platelet alpha granule lumen	7	1.9830028328611897	8.301098979521399E-4	202112_AT, 230931_AT, 206254_AT, 211527_X_AT, 206226_AT, 243562_AT, 206054_AT, 209977_AT, 217512_AT, 211298_S_AT, 1565228_S_AT	334	67	20163	6.307132004647421	0.23209140690735397	0.015527938091104736	0.014600168205158227
GOTERM_BP_DIRECT	GO:0055074~calcium ion homeostasis	5	1.41643059490085	8.444755835494617E-4	1553394_A_AT, 205626_S_AT, 212097_AT, 205676_AT, 205473_AT, 205625_S_AT, 203065_S_AT, 214451_AT	320	26	19157	11.512620192307692	0.8433219450647267	0.08822759191940567	0.0872624769667777
GOTERM_MF_DIRECT	GO:0044877~macromolecular complex binding	18	5.099150141643059	8.791111202650011E-4	238668_AT, 212097_AT, 205336_AT, 205473_AT, 206488_S_AT, 201037_AT, 201313_AT, 203065_S_AT, 208177_AT, 205258_AT, 209652_S_AT, 210538_S_AT, 203131_AT, 206836_AT, 205675_AT, 201939_AT, 202803_S_AT, 219140_S_AT, 201839_S_AT, 217530_AT	325	412	18765	2.522554144884242	0.4378974858016993	0.04798481531446465	0.046666148634067144
UP_SEQ_FEATURE	DOMAIN:MFS	7	1.9830028328611897	8.947668295158841E-4	231398_AT, 206872_AT, 236220_AT, 221298_S_AT, 202855_S_AT, 231352_AT, 202856_S_AT, 237799_AT, 202499_S_AT	333	69	20421	6.2213082647865265	0.7612331665911946	0.1301479024750377	0.1295785054017094
GOTERM_CC_DIRECT	GO:0043235~receptor complex	12	3.39943342776204	9.716143670936227E-4	223582_AT, 205675_AT, 229975_AT, 202803_S_AT, 206488_S_AT, 235746_S_AT, 205544_S_AT, 227629_AT, 226147_S_AT, 205911_AT, 214053_AT, 203131_AT	334	216	20163	3.3537924151696608	0.26590994526285894	0.017165187151987338	0.016139594208944067
GOTERM_BP_DIRECT	GO:0007595~lactation	6	1.69971671388102	0.0010731112745875676	206836_AT, 212097_AT, 202934_AT, 211527_X_AT, 203065_S_AT, 227629_AT, 214053_AT	320	47	19157	7.642420212765957	0.9051700802948319	0.10371335375878486	0.1025788412290625
GOTERM_BP_DIRECT	GO:0007565~female pregnancy	8	2.26628895184136	0.0011173004487847334	213317_AT, 224941_AT, 228128_X_AT, 205984_AT, 224940_S_AT, 204130_AT, 219866_AT, 210029_AT, 211756_AT, 209652_S_AT, 211548_S_AT, 203914_X_AT, 203913_S_AT, 224942_AT	320	96	19157	4.988802083333334	0.9139414720624637	0.10371335375878486	0.1025788412290625
GOTERM_BP_DIRECT	GO:0097242~beta-amyloid clearance	4	1.13314447592068	0.0011557192690124772	214770_AT, 202803_S_AT, 203434_S_AT, 217767_AT	320	13	19157	18.420192307692307	0.9209056989970664	0.10371335375878486	0.1025788412290625
GOTERM_BP_DIRECT	GO:0030282~bone mineralization	6	1.69971671388102	0.0011817838851274482	205676_AT, 215446_S_AT, 204298_S_AT, 202404_S_AT, 211756_AT, 205911_AT, 209220_AT	320	48	19157	7.483203125	0.925306868340702	0.10371335375878486	0.1025788412290625
